text,label
"No instructions included! I've been using Caruso for years, but no luck with these.  How long to steam the roller, and how long to leave in hair?",Personal Care
do these clips leave imprints on the hair?,Personal Care
I have short fine hair. how big are the rollers?,Personal Care
Does anyone have a manual or instructions for this.I received it yesterday with nothing included.  I have emailed Trophy Skin.no reply.,Personal Care
is it good on hair?,Personal Care
what developer do I use with chromatics for very gray hair ?,Personal Care
Does it really help regrow hair in thin places,Personal Care
does your hair grow,Personal Care
Is this product anything like Back to Basics Coconut Mango? It worked wonders on my naturally curly hair and haven't found anything like it since!,Personal Care
Is this one for color treated hair?,Personal Care
how do you remove the gel color? do you just remove it with acetone (like with regular nail polish)? or is there a separate process to get the gel off,Personal Care
please tell me how many ounces is the skin lotion and perfume?,Personal Care
is it ok to apply to dry hair or do you really need to wash your hair everytime you apply it?,Personal Care
Is this product good for real fine hair?,Personal Care
Is the hair thin,Personal Care
"Would I be able to bleach, dye, curl and straighten the extensions? without any damage to the hair?",Personal Care
Can you pull back the hair in a french braid like Angelina Jolie in Tomb Raider?,Personal Care
Is there warranty on this? I had the hair drier for two months and now having issues with it. I threw away the box.,Personal Care
Is the shampoo safe for color treated hair?,Personal Care
Does this make your hair oily. I have dry scalp and hoping this will work?,Personal Care
Is this shampoo good for all hair types?,Personal Care
Is it good for mature skin?,Personal Care
how many watts is the hair dryer?,Personal Care
Can you use a round brush for volume and/or curl with this hair dryer and does it work with a diffuser?,Personal Care
Does this give volume for fine hair and not leave it flat?,Personal Care
Does this dryer blow air or is it more of a radiant heat (for curly hair)?,Personal Care
How long to dry hair,Personal Care
why is that when i use this it leaves my hair so oily and waxy ? i have used acv and no acv but still got the same results :(,Personal Care
i have used this shampoo for the first time and i was just wondering why it left my whole hair greasy and waxy and so tangled ?,Personal Care
Approximately how many washings does it last for? (and what's your hair length),Personal Care
I use a herbal hair color.  Will this shampoo bar strip the color?,Personal Care
What is the difference between this product and electrolysis? Only asking because electrolysis removes hair...,Personal Care
does this work on African American hair,Personal Care
"My hair is just a tad lower than my shoulders, if I buy 2 packs of these extensions(18in) will it all blend evenly? Or look weird?",Personal Care
Can you color these extensions? My hair is dyed a dark red and isn't like any of the available colors.,Personal Care
Can you mix this inside nail polish? Or will it desolve? I want to make my own nail polish colors.,Personal Care
If a specialized Beauty Store rep could pls answer; pls confirm the exact size of each bottle & if these are Color Protection Version?  THX,Personal Care
Will these help/smooth your hair even if you haven't done a keratin treatment?,Personal Care
does it make the hair feel weird,Personal Care
does it work on dark hair?,Personal Care
is this ok for oily skin use?,Personal Care
Do you need to use special nail polish for stamping?,Personal Care
"It is called pink crinkle.  Does that mean the hair is crimped into waves, or is this a true flat iron?",Personal Care
How does this moisturizer compare to Hydrate Lux in the jar?   Which is better for very dry skin?,Personal Care
I have extremely oily skin. Can I use this in the morning before I put on my make-up? And should I use this product at night after cleansing?,Personal Care
"I have oily skin, can I still use this product. I do not want something that will make me shine.",Personal Care
This this product good for kinky black person hair,Personal Care
This this product good for kinky black person hair,Personal Care
Will it show up on black hair?,Personal Care
Is it better than hot huez hair chalk?,Personal Care
I have dark brown/black hair. Do they work well with darker hair colors?,Personal Care
"Can you brush your hair after you put the color in, or will that take the color out?",Personal Care
How does it do on longer hair--do you need a conditioner with it to get rid of tangles?,Personal Care
I have used the gold bond ultimate healing skin therapy lotion and it is extremely thick.... is this lotion the same consistency and feel as that loti,Personal Care
"Is this safe for sensitive skin? I really need something for my boyfriend's ""crocodile"" hands!",Personal Care
"Hi, can I use this for hair care?",Personal Care
Is this an authenic Royale? Steams the hair rather than burnint it.,Personal Care
"Can you please verify if it can be ironed on wet hair, that is what is addvvertised in the mall. That is how we, your customers know it is authentic.",Personal Care
Can you shampoo and condition the hair?,Personal Care
Can you straighten and curl it's hair?,Personal Care
Is this shampoo color safe?  I regular get color for my gray hair. Thank you,Personal Care
does it help hair loss,Personal Care
"My hair is wavy, not thick and gets frizzy if I blow dry it or in the humidity.  Would this product help or can someone suggest another, please?",Personal Care
Will this work without blowing my hair dry?  I usually let it curl naturally.,Personal Care
"How does this product behave if you use it to air dry your hair, like using it as a mousse or gel?",Personal Care
